date,total_trades,total_volume_tokens,total_volume_usd,net_pnl,avg_pnl,pct_profitable,buy_count,sell_count,buy_sell_ratio
2024-01-19,48,1754.7376,428428.97,-385.419235,-8.029567395833334,0.125,31,17,1.8235294116574394
2024-01-20,106,256540.35666,1070090.51,-146.57487000000003,-1.3827817924528305,0.14150943396226415,60,46,1.3043478260586012
2024-01-21,11,44252.23533,103129.74,266.58114600000005,24.234649636363642,0.2727272727272727,3,8,0.374999999953125
2024-01-22,85,156977.46867,337878.99,1375.640959,16.18401128235294,0.27058823529411763,51,34,1.4999999999558824
2024-01-23,45,87110.23871,414518.93000000005,-369.2447299999998,-8.20543844444444,0.24444444444444444,33,12,2.7499999997708335
2024-01-24,68,48160.40059,965084.59,-2808.353815,-41.29932080882353,0.14705882352941177,27,41,0.6585365853497919
2024-01-25,6,756.8299999999999,66566.13,-3093.6293849999997,-515.6048975,0.0,0,6,0.0
2024-01-26,5,95267.0,11773.21,90.2,18.04,0.2,4,1,3.9999999959999997
2024-01-28,11,1068.0,18109.03,-2478.06972,-225.27906545454545,0.0,0,11,0.0
2024-01-29,74,237603.48712,414208.18,486.562542,6.5751694864864865,0.6081081081081081,21,53,0.3962264150868637
2024-01-30,49,91.43791999999999,401011.38,-173.65419100000003,-3.5439630816326537,0.10204081632653061,28,21,1.3333333332698412
2024-01-31,859,42786.30905,6305647.13,-799.840817,-0.93113017112922,0.2689173457508731,470,389,1.2082262210765855
2024-02-01,6,44986.0,2008.18,0.0,0.0,0.0,6,0,6000000000.0
2024-02-02,42,42139.736820000006,474278.43,456.423473,10.867225547619048,0.30952380952380953,19,23,0.8260869564858223
2024-02-03,56,9661.26755,603820.0,223.30918699999998,3.9876640535714283,0.10714285714285714,18,38,0.47368421051385046
2024-02-04,35,20905.14109,203187.53,47.62389499999999,1.360682714285714,0.2571428571428571,19,16,1.1874999999257811
2024-02-05,72,29741.6286,770198.26,-33.45419400000003,-0.4646415833333337,0.19444444444444445,33,39,0.84615384613215
2024-02-06,1088,55455572.2847,8047153.41,-215.615907,-0.19817638511029412,0.1645220588235294,518,570,0.9087719298229671
2024-02-07,15,13261.9,6758.73,241.24212,16.082808,0.13333333333333333,7,8,0.874999999890625
2024-02-08,10,5609953.100000001,26051.12,770.756024,77.07560240000001,0.4,2,8,0.24999999996875
2024-02-11,34,26558.56903,212311.82,983.443176,28.924799294117648,0.20588235294117646,23,11,2.090909090719008
2024-02-12,16,1017.55939,227247.69999999998,913.8817869999998,57.11761168749999,0.375,11,5,2.19999999956
2024-02-13,14,33158.0,1999.99,559.44389,39.960277857142856,1.0,0,14,0.0
2024-02-14,111,160839.68529,320839.88,3830.599833,34.509908405405405,0.7477477477477478,34,77,0.441558441552707
2024-02-15,63,48598.78529,185188.04,1840.797677,29.219010746031746,0.9047619047619048,52,11,4.727272726842975
2024-02-16,182,12368863.14415,564896.51,5491.768834,30.174554032967034,0.8021978021978022,115,67,1.7164179104221429
2024-02-17,94,222280.10915,406118.07,1929.6418,20.52810425531915,0.648936170212766,50,44,1.13636363633781
2024-02-18,97,172143.4,157048.17,477.6248299999999,4.923967319587628,0.6288659793814433,38,59,0.6440677965992532
2024-02-19,101,272054.00084,286377.2,4317.768563,42.750183792079206,0.7623762376237624,41,60,0.6833333333219445
2024-02-20,39,69782.00042,119419.72,3263.628824,83.68279035897436,0.7948717948717948,13,26,0.4999999999807692
2024-02-21,22,171181.54,108047.51999999999,1858.7985700000002,84.49084409090909,0.6818181818181818,7,15,0.46666666663555556
2024-02-22,88,169921.40042,373033.87,3894.1050699999996,44.25119397727272,0.45454545454545453,35,53,0.6603773584781061
2024-02-23,143,43567.40042,111106.14,1418.55293,9.91995055944056,0.958041958041958,131,12,10.916666665756944
2024-02-25,5,7900.0,4480.13,-30.7705,-6.1541,0.0,2,3,0.6666666664444444
2024-02-26,39,67296.0,192187.14,4416.8473,113.25249487179488,0.8717948717948718,27,12,2.2499999998125
2024-02-27,63,117294.88,209362.3,888.511733,14.103360841269842,0.4126984126984127,33,30,1.0999999999633334
2024-02-28,45,8904445.6,171107.13,2503.747235,55.63882744444444,0.8666666666666667,31,14,2.214285714127551
2024-02-29,116,7553065.18,395666.73,9813.996992,84.60342234482759,0.8620689655172413,60,56,1.071428571409439
2024-03-01,137,25984676.0,472974.7,8244.241409,60.176944591240876,0.9343065693430657,37,100,0.3699999999963
2024-03-02,31,651733.0,63197.56,230.90060000000005,7.448406451612905,0.6774193548387096,28,3,9.333333330222223
2024-03-03,79,48774887.74,390745.68,8361.086245,105.83653474683545,0.6835443037974683,36,43,0.8372093023061115
2024-03-04,300,36892599.52038,1577996.87,27799.775742,92.66591914,0.8866666666666667,161,139,1.1582733812866313
2024-03-05,180,44987293.0,841810.32,19791.026041,109.95014467222222,0.9055555555555556,55,125,0.43999999999648
2024-03-06,82,10955146.0,327218.02,6814.825139,83.10762364634145,0.8780487804878049,49,33,1.4848484848034895
2024-03-08,67,3448270.8,183583.18,4271.886236,63.7594960597015,0.8805970149253731,19,48,0.39583333332508686
2024-03-09,117,17984276.7,658178.75,9949.501624,85.03847541880343,0.8290598290598291,83,34,2.441176470516436
2024-03-10,42,32040.08,219973.85,2482.9272,59.117314285714286,0.6904761904761905,38,4,9.499999997625
2024-03-11,42,139371.0,176519.44999999998,3588.179495,85.43284511904761,0.9285714285714286,12,30,0.3999999999866667
2024-03-12,8,11404.0,103040.85,3039.166,379.89575,0.875,1,7,0.1428571428367347
2024-03-13,7,1.5126,6000.799999999999,0.0,0.0,0.0,7,0,7000000000.0
2024-03-14,18,563982.3126000001,205933.18,3465.865832,192.5481017777778,0.8888888888888888,2,16,0.1249999999921875
2024-03-15,62,11725690.8947,351894.41,6236.513651,100.58892985483871,0.6612903225806451,26,36,0.7222222222021606
2024-03-16,8,1112354.4242,37223.66,228.57984,28.57248,0.125,5,3,1.6666666661111111
2024-03-17,23,573.1383000000001,99506.95,503.293955,21.882345869565217,0.43478260869565216,18,5,3.59999999928
2024-03-18,19,19900.3233,90458.08,1456.9577,76.68198421052631,0.3157894736842105,13,6,2.1666666663055554
2024-03-19,24,176263.0849,219884.84,668.797973,27.86658220833333,0.20833333333333334,17,7,2.42857142822449
2024-03-20,69,197774.3712,215705.85,6423.134599,93.08890723188406,0.8695652173913043,29,40,0.724999999981875
2024-03-21,28,160612.8186,117895.57,2335.5080749999997,83.41100267857142,0.8214285714285714,26,2,12.9999999935
2024-03-24,19,10235.8,92592.20999999999,1297.018477,68.26413036842105,0.7894736842105263,15,4,3.7499999990625
2024-03-25,7,15.9576,57116.32,1302.916428,186.13091828571427,0.8571428571428571,0,7,0.0
2024-03-26,118,33445.2556,198565.19,3215.906593,27.253445703389833,0.9322033898305084,8,110,0.07272727272661157
2024-03-27,38,13722.38876,99864.79,150.41114,3.9581878947368416,0.3157894736842105,19,19,0.9999999999473684
2024-03-28,13,398571.7446,35323.72,227.85100799999998,17.527000615384615,0.6923076923076923,12,1,11.999999987999999
2024-03-29,15,24.4455,86914.37,883.097404,58.873160266666666,0.4,9,6,1.49999999975
2024-03-30,45,517830.0,101103.92,1100.57514,24.45722533333333,0.9777777777777777,1,44,0.0227272727267562
2024-03-31,13,11.002400000000002,39912.96,912.786145,70.21431884615384,0.7692307692307693,0,13,0.0
2024-04-01,77,9563430.3674,339470.47,2507.963406,32.57095332467532,0.5454545454545454,32,45,0.7111111110953087
2024-04-02,41,5958.1049,239664.50999999998,883.760812,21.555141756097562,0.2926829268292683,10,31,0.32258064515088447
2024-04-03,4,2310.0,16887.57,126.7884,31.6971,0.25,3,1,2.9999999969999998
2024-04-04,32,28.284299999999998,95987.73,0.0,0.0,0.0,0,32,0.0
2024-04-05,100,208515.2373,503791.8,10706.484306,107.06484306,0.9,17,83,0.20481927710596604
2024-04-06,16,20.4808,68223.67,236.33513399999998,14.770945874999999,0.25,0,16,0.0
2024-04-07,23,14.7128,49988.14,0.0,0.0,0.0,0,23,0.0
2024-04-08,30,11492.048999999999,211940.64,1218.4267,40.614223333333335,0.03333333333333333,1,29,0.03448275861950059
2024-04-09,3,16.2979,57063.840000000004,0.0,0.0,0.0,0,3,0.0
2024-04-10,41,102.5007,351735.97,5207.443414,127.01081497560976,0.8780487804878049,40,1,39.99999996
2024-04-11,16,21.5697,76400.96,389.743164,24.35894775,0.125,14,2,6.9999999965
2024-04-12,129,21920455.0583,442088.59,-592.6458390000001,-4.594153790697676,0.5503875968992248,43,86,0.49999999999418604
2024-04-13,89,7766240.200999999,486411.25,6621.451755,74.3983343258427,0.6853932584269663,46,43,1.069767441835587
2024-04-14,107,120136.0098,659162.17,-36104.012520000004,-337.4206777570094,0.308411214953271,46,61,0.7540983606433754
2024-04-15,41,262459.9098,291111.19,3774.08872,92.05094439024391,0.8536585365853658,18,23,0.7826086956181475
2024-04-16,47,239273.0,181907.17,2467.702221,52.504302574468085,0.9148936170212766,31,16,1.9374999998789062
2024-04-17,14,19114.0,97562.99,2441.4683999999997,174.39059999999998,0.9285714285714286,13,1,12.999999986999999
2024-04-19,35,109.9409,337257.92000000004,1946.4454620000001,55.61272748571429,0.7714285714285715,5,30,0.1666666666611111
2024-04-20,22,363824.8279,60733.24,0.0,0.0,0.0,20,2,9.999999995
2024-04-22,9,14.9861,47993.61,0.0,0.0,0.0,0,9,0.0
2024-04-23,66,187970.3303,233054.9,1119.536196,16.962669636363636,0.5303030303030303,37,29,1.275862068921522
2024-04-24,20,43.8207,141275.24,279.185907,13.95929535,0.3,13,7,1.857142856877551
2024-04-25,74,388643.183,120241.01,0.0,0.0,0.0,74,0,74000000000.0
2024-04-26,3,41052.0,4988.290000000001,0.0,0.0,0.0,0,3,0.0
2024-04-27,27,47.3826,154264.47,4281.488139,158.57363477777778,0.7037037037037037,0,27,0.0
2024-04-28,58,137073.191,43985.6,0.0,0.0,0.0,0,58,0.0
2024-04-29,45,32635.166100000002,108699.01,526.9338359999999,11.709640799999999,0.37777777777777777,24,21,1.142857142802721
2024-04-30,24,41.3869,125018.75,0.0,0.0,0.0,24,0,24000000000.0
2024-05-01,14,29.825,87025.45,0.0,0.0,0.0,14,0,14000000000.0
2024-05-03,36,42527.4724,282682.64999999997,5306.017045,147.3893623611111,0.4722222222222222,3,33,0.0909090909063361
2024-05-04,9,579928.2829,58998.75,0.0,0.0,0.0,0,9,0.0
2024-05-05,6,15.6288,24068.350000000002,0.916,0.15266666666666667,0.16666666666666666,1,5,0.19999999996
2024-05-06,9,66.07939999999999,206016.43,968.59038,107.62115333333333,0.4444444444444444,8,1,7.999999991999999
2024-05-07,18,619867.0196,108717.58,883.537693,49.08542738888889,0.5,6,12,0.49999999995833333
2024-05-08,13,239.8835,65973.57,1.56576,0.12044307692307693,0.07692307692307693,12,1,11.999999987999999
2024-05-09,28,34670.3984,221966.12,1147.595856,40.985566285714285,0.39285714285714285,9,19,0.47368421050138504
2024-05-10,22,53.3457,156882.0,2101.741695,95.53371340909092,0.2727272727272727,16,6,2.666666666222222
2024-05-11,9,21.6418,63248.95,251.604742,27.956082444444444,1.0,0,9,0.0
2024-05-12,23,34544.4206,55179.56,0.0,0.0,0.0,17,6,2.833333332861111
2024-05-13,28,31390.7581,193118.9,2136.853859,76.31620925,0.35714285714285715,5,23,0.21739130433837428
2024-05-14,23,50.1051,145853.4,1150.5233050000002,50.02275239130436,0.17391304347826086,23,0,23000000000.0
2024-05-15,36,80.1172,234922.57,948.970582,26.360293944444447,0.4722222222222222,11,25,0.4399999999824
2024-05-16,27,26494.2319,162620.96,214.5898,7.94777037037037,0.18518518518518517,14,13,1.0769230768402367
2024-05-18,25,40.4257,126303.14,3522.3946610000003,140.89578644000002,0.64,7,18,0.38888888886728395
2024-05-19,8,9.7416,29998.09,0.0,0.0,0.0,8,0,7999999999.999999
2024-05-20,10,640.7617,38124.75,-74.818442,-7.4818442,0.0,7,3,2.3333333325555556
2024-05-21,125,17074.50976,1100948.59,7289.397571999999,58.31518057599999,0.112,29,96,0.3020833333301866
2024-05-22,6,12.0525,44995.29,0.0,0.0,0.0,0,6,0.0
2024-05-23,325,2935200.9914,401850.6,413.347329,1.2718379353846154,0.4461538461538462,189,136,1.3897058823427229
2024-05-24,2,13.2158,50811.899999999994,821.949278,410.974639,1.0,0,2,0.0
2024-05-25,16,8573.662,29991.129999999997,14.126038999999999,0.8828774374999999,0.3125,7,9,0.777777777691358
2024-05-26,16,5659.602,53976.67,778.6839,48.66774375,0.25,2,14,0.14285714284693876
2024-05-27,251,1411508.5206,151115.72,1129.35587,4.499425776892431,0.35856573705179284,93,158,0.5886075949329835
2024-05-29,164,226315.75152,84268.76,277.791953,1.6938533719512194,0.4146341463414634,67,97,0.6907216494774152
2024-05-30,7,565.27578,2838.09,20.951433,2.9930618571428576,0.7142857142857143,5,2,2.49999999875
2024-05-31,13,86903.8,3636.14,25.35812,1.9506246153846154,0.3076923076923077,4,9,0.4444444443950617
2024-06-01,25,499938.0,12834.62,91.510419,3.66041676,0.36,9,16,0.5624999999648438
2024-06-02,93,31288.5,29464.51,192.906947,2.074268247311828,0.3655913978494624,34,59,0.5762711864309107
2024-06-03,70,19199.3,21466.86,562.808208,8.040117257142859,0.6285714285714286,44,26,1.6923076922426035
2024-06-04,53,2483.33818,24243.41,52.211438,0.9851214716981133,0.4716981132075472,25,28,0.8928571428252551
2024-06-05,54,2452.07392,25350.77,56.055506,1.038064925925926,0.2962962962962963,17,37,0.4594594594470417
2024-06-06,234,71093.724,137557.76,274.173187,1.1716802863247862,0.42735042735042733,102,132,0.7727272727214188
2024-06-07,440,272861.1558,1098588.76,8902.467416,20.23288049090909,0.4,181,259,0.6988416988390006
2024-06-08,29,2425.2625000000003,97351.88,129.13883900000002,4.453063413793104,0.27586206896551724,21,8,2.624999999671875
2024-06-09,17,479.66769999999997,22410.22,0.0,0.0,0.0,17,0,16999999999.999998
2024-06-10,53,5358.5419,46587.93,31.266804999999998,0.589939716981132,0.33962264150943394,22,31,0.7096774193319458
2024-06-11,123,14340.01016,373279.92,4320.631811,35.12708789430894,0.13821138211382114,114,9,12.666666665259259
2024-06-12,254,37105.51234,193407.96,-21886.531493,-86.16744682283463,0.08267716535433071,115,139,0.8273381294904508
2024-06-13,79,9103.9073,132577.22,6632.757115,83.95895082278481,0.24050632911392406,76,3,25.333333324888887
2024-06-14,31,11996.0793,139868.66,10258.592609,330.9223422258064,0.4838709677419355,31,0,30999999999.999996
2024-06-15,78,19129.9948,718350.25,3369.958346,43.20459417948718,0.48717948717948717,9,69,0.1304347826068053
2024-06-16,11,6131.6,25235.079999999998,0.0,0.0,0.0,0,11,0.0
2024-06-17,38,25157.9899,368380.12,10599.502375,278.9342730263158,0.6578947368421053,32,6,5.333333332444444
2024-06-18,25,1932.406,263314.79,282.57636,11.3030544,0.16,21,4,5.2499999986875
2024-06-19,61,20115.6935,417071.12,4887.656944,80.12552367213115,0.5081967213114754,3,58,0.05172413793014269
2024-06-20,39,51788.7982,207990.8,57478.456026,1473.8065647692308,0.20512820512820512,0,39,0.0
2024-06-21,80,7984.0992,176264.49,773.5582039999999,9.66947755,0.0375,68,12,5.666666666194445
2024-06-22,24,339.0564,169594.27000000002,756.876565,31.536523541666668,0.3333333333333333,4,20,0.19999999999
2024-06-23,5,578.0,1792.12,0.0,0.0,0.0,0,5,0.0
2024-06-24,31,410.2027,403002.8,0.0,0.0,0.0,25,6,4.1666666659722225
2024-06-25,49,31795.2,103099.08,4869.353105,99.3745531632653,0.22448979591836735,11,38,0.2894736842029086
2024-06-26,72,426.5723,365190.66000000003,4197.732182,58.30183586111111,0.2916666666666667,41,31,1.3225806451186264
2024-06-27,30,3230.1536,130486.95,0.0,0.0,0.0,12,18,0.6666666666296296
2024-06-29,75,1231633.8638,280095.11,6150.326145,82.0043486,0.32,35,40,0.874999999978125
2024-06-30,14,278255.875,30520.69,0.0,0.0,0.0,5,9,0.5555555554938272
2024-07-01,64,1227237.4996,362670.14999999997,5065.839308,79.1537391875,0.40625,6,58,0.10344827586028538
2024-07-02,18,11420.300000000001,33347.47,2421.253116,134.514062,0.7222222222222222,13,5,2.59999999948
2024-07-03,18,256.5812,179600.66,1118.387284,62.132626888888886,0.2222222222222222,18,0,18000000000.0
2024-07-04,25,302.9901,430568.01,0.0,0.0,0.0,25,0,25000000000.0
2024-07-05,32,5354.8189999999995,272289.89,0.0,0.0,0.0,32,0,31999999999.999996
2024-07-06,24,983577.0,2490.17,108.87217799999999,4.53634075,0.2916666666666667,17,7,2.42857142822449
2024-07-07,10,125.0,498.75,61.428942,6.1428942,1.0,0,10,0.0
2024-07-08,1,156.0,497.64,0.0,0.0,0.0,1,0,999999999.9999999
2024-07-09,15,600.0,2736.45,648.984412,43.265627466666665,1.0,0,15,0.0
2024-07-10,56,6773.8043,687900.21,11977.734907,213.88812333928573,0.6785714285714286,10,46,0.2173913043431002
2024-07-11,19,53.826499999999996,169887.02,1876.812082,98.77958326315789,0.47368421052631576,10,9,1.1111111109876544
2024-07-12,19,6408.3182,89582.97,1412.314654,74.33235021052631,0.47368421052631576,19,0,19000000000.0
2024-07-13,17,119.9226,139189.19,2913.617837,171.38928452941175,1.0,0,17,0.0
2024-07-14,7,26.2683,84001.13,0.0,0.0,0.0,0,7,0.0
2024-07-15,26,249.8487,198344.85,-1.0,-0.038461538461538464,0.0,2,24,0.0833333333298611
2024-07-16,22,41.7464,144000.57,0.0,0.0,0.0,0,22,0.0
2024-07-17,351,148888.4638,626005.53,1859.269477,5.297064037037037,0.4131054131054131,155,196,0.7908163265265775
2024-07-18,60,2916.6704,649704.85,3803.884311,63.398071849999994,0.8,60,0,60000000000.0
2024-07-19,23,800.5319999999999,150269.42,2155.891114,93.73439626086956,0.5217391304347826,1,22,0.04545454545247934
2024-07-20,266,32883.8745,244362.21,2299.169566,8.643494609022557,0.12406015037593984,41,225,0.18222222222141235
2024-07-21,448,59706.7453,234307.46,-2960.716887,-6.608743051339286,0.046875,239,209,1.143540669850988
2024-07-22,154,19037.4927,304213.8,1517.119876,9.851427766233765,0.14285714285714285,103,51,2.019607843097655
2024-07-23,370,65463.9188,358526.54,89890.302206,242.9467627189189,0.8891891891891892,137,233,0.5879828326155022
2024-07-24,90,109521.54280475,69207.93,625.561479,6.9506831,0.2,54,36,1.4999999999583336
2024-07-25,78,398195.65057999996,528555.31,916.7382600000001,11.753054615384617,0.1282051282051282,77,1,76.99999992299999
2024-07-26,152,269229.167597,548587.65,2766.513113,18.200744164473683,0.40131578947368424,43,109,0.39449541284041745
2024-07-27,57,2091.77823,905199.75,6400.623656,112.2916430877193,0.7368421052631579,9,48,0.18749999999609376
2024-07-28,16,4913.6029,43254.68,587.29903,36.706189375,0.75,15,1,14.999999984999999
2024-07-29,39,5057.07922,327199.14,330.80445399999996,8.482165487179486,0.41025641025641024,18,21,0.8571428571020409
2024-07-30,6,10.9261,36006.47,0.0,0.0,0.0,6,0,6000000000.0
2024-07-31,43,44585.1777,84506.54,765.690884,17.806764744186047,0.32558139534883723,17,26,0.6538461538210059
2024-08-01,57,292827.2818435,227774.53,167.080017,2.9312283684210527,0.07017543859649122,47,10,4.69999999953
2024-08-02,63,68333.3740408,396320.37,782.3681909999999,12.418542714285714,0.2698412698412698,42,21,1.999999999904762
2024-08-03,37,71917.87894000001,290532.86,464.1897,12.545667567567568,0.02702702702702703,36,1,35.999999964
2024-08-04,127,227049.7193107,1207744.07,-122672.000883,-965.9212667952756,0.023622047244094488,60,67,0.8955223880463354
2024-08-05,80,422142.75432,420495.4,-13013.665169,-162.6708146125,0.4125,41,39,1.0512820512550953
2024-08-06,107,305641.96643,61478.38,267.318048,2.4982995140186914,0.12149532710280374,76,31,2.451612903146722
2024-08-07,33,29210.93451012,2492.77,188.789255,5.720886515151515,0.30303030303030304,12,21,0.5714285714013605
2024-08-08,9,14545.8545382,16299.35,-40.712216999999995,-4.5235796666666666,0.0,5,4,1.2499999996875
2024-08-09,144,84372.3108,503204.86,18082.071276,125.56993941666666,0.2986111111111111,54,90,0.5999999999933333
2024-08-10,88,155667.97957,11339.29,0.0,0.0,0.0,87,1,86.999999913
2024-08-11,24,95524.24650000001,44230.21,847.7766200000001,35.32402583333334,0.16666666666666666,16,8,1.99999999975
2024-08-12,48,59463.483204000004,54167.32,858.6705000000001,17.88896875,0.125,39,9,4.3333333328518515
2024-08-13,23,147711.88290362002,20797.87,212.08102,9.220913913043479,0.34782608695652173,20,3,6.666666664444445
2024-08-14,25,73630.204824,66710.03,2168.9015130000003,86.75606052,0.2,19,6,3.1666666661388887
2024-08-15,12,47151.0,1522.3700000000001,0.0,0.0,0.0,12,0,12000000000.0
2024-08-16,35,68634.52886,166382.84,825.230544,23.578015542857145,0.08571428571428572,32,3,10.66666666311111
2024-08-17,30,178685.85,30248.96,-288.283113,-9.609437100000001,0.0,29,1,28.999999970999998
2024-08-18,15,23.72880553,62804.48,307.201888,20.480125866666665,0.8,0,15,0.0
2024-08-19,8,1.71498,100315.03,339.69958299999996,42.462447874999995,0.625,3,5,0.59999999988
2024-08-20,12,8076.92,49914.8,192.602844,16.050237,0.08333333333333333,5,7,0.7142857141836735
2024-08-21,145,44587.9221,104990.41,656.200925,4.525523620689655,0.3724137931034483,56,89,0.6292134831389976
2024-08-23,10,23.667,63509.56,1005.30527,100.53052699999999,0.3,0,10,0.0
2024-08-24,7,5.73838,34999.67,0.0,0.0,0.0,0,7,0.0
2024-08-25,17,55163.47627,21950.28,0.0,0.0,0.0,8,9,0.8888888887901234
2024-08-26,6,140.9642,92611.27,231.236918,38.539486333333336,0.3333333333333333,6,0,6000000000.0
2024-08-27,50,87488.24118,70250.16,0.0,0.0,0.0,49,1,48.999999951
2024-08-28,9,19.876250000000002,71160.06999999999,1333.359645,148.15107166666667,0.2222222222222222,9,0,9000000000.0
2024-08-29,1,0.1644,9995.85,0.0,0.0,0.0,0,1,0.0
2024-08-30,6,5449.0260444,37233.24,256.464,42.744,0.16666666666666666,4,2,1.999999999
2024-08-31,34,23355.38432,107507.43000000001,10.882801,0.3200823823529412,0.35294117647058826,11,23,0.47826086954442343
2024-09-01,12,5846.961139999999,12359.68,137.433093,11.452757750000002,0.4166666666666667,7,5,1.3999999997199999
2024-09-02,2,12.3657,30000.42,0.0,0.0,0.0,2,0,1999999999.9999998
2024-09-04,34,52210.38311,131480.97,1065.785132,31.346621529411763,0.14705882352941177,31,3,10.33333332988889
2024-09-05,1,10818.93703,0.84,0.0,0.0,0.0,0,1,0.0
2024-09-06,42,1449.6331,39047.1,-1104.856765,-26.306113452380952,0.0,4,38,0.10526315789196677
2024-09-08,1,0.93414,0.11,0.0,0.0,0.0,0,1,0.0
2024-09-09,2,349080.0,4014.4300000000003,0.0,0.0,0.0,2,0,1999999999.9999998
2024-09-10,3,66673.7621,2547.28,-219.729659,-73.24321966666666,0.0,1,2,0.49999999975
2024-09-11,1,35870.82982,0.54,0.0,0.0,0.0,0,1,0.0
2024-09-14,11,88358.33644,1014.8000000000001,0.0,0.0,0.0,10,1,9.99999999
2024-09-18,145,81796.0,13633.5,-878.684794,-6.059895131034483,0.0,11,134,0.08208955223819336
2024-09-19,19,81738.0,1521.8700000000001,0.0,0.0,0.0,19,0,19000000000.0
2024-09-20,16,7603.34105,332873.38,9585.03428,599.0646425,0.5,3,13,0.2307692307514793
2024-09-21,23,38533.5,165648.12,36165.56933,1572.416057826087,1.0,0,23,0.0
2024-09-22,3,0.31897,19999.739999999998,0.0,0.0,0.0,3,0,3000000000.0
2024-09-23,2,0.6335,40334.29,334.760796,167.380398,0.5,1,1,0.9999999989999999
2024-09-24,10,36943.229999999996,7118.63,0.0,0.0,0.0,9,1,8.999999991
2024-09-25,9,670.29859,52754.130000000005,0.0,0.0,0.0,6,3,1.9999999993333333
2024-09-26,8,8342.780780000001,113711.93000000001,439.812513,54.976564125,0.25,0,8,0.0
2024-09-27,56,6413.993329999999,126097.04,0.0,0.0,0.0,0,56,0.0
2024-09-28,4,7119.320000000001,29199.21,0.0,0.0,0.0,0,4,0.0
